SpeciesName	NCBI_TaxID	accession	author	journal	gene	country
Rhinolophus ferrumequinum	59479	ACB73264	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	ARF5	NaN
Rhinolophus ferrumequinum	59479	ACB73265	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	FSCN3	NaN
Rhinolophus ferrumequinum	59479	ACB73266	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	MGC134342	NaN
Rhinolophus ferrumequinum	59479	ACB73267	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	SYNJ1	NaN
Rhinolophus ferrumequinum	59479	ACB73268	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	GCFC	NaN
Rhinolophus ferrumequinum	59479	ACB73269	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	OLIG2	NaN
Rhinolophus ferrumequinum	59479	ACB73270	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	IL10RB	NaN
Rhinolophus ferrumequinum	59479	ACB73271	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	TMEM50B	NaN
Rhinolophus ferrumequinum	59479	ACB73272	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	BT_m005_jsmEC004r	NaN
Rhinolophus ferrumequinum	59479	ACB73273	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	GART	NaN
Rhinolophus ferrumequinum	59479	ACB73274	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	SON	NaN
Rhinolophus ferrumequinum	59479	ACB73275	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	DONSON	NaN
Rhinolophus ferrumequinum	59479	ACB73276	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	ITSN1_1	NaN
Rhinolophus ferrumequinum	59479	ACB73277	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	ITSN1_2	NaN
Rhinolophus ferrumequinum	59479	ACB73278	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	BT_m005_jsm137FEDr	NaN
Rhinolophus ferrumequinum	59479	ACB73279	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	SLC5A3	NaN
Rhinolophus ferrumequinum	59479	ACB73280	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	STEAP1	NaN
Rhinolophus ferrumequinum	59479	ACB73281	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	BT_m013_jsm2D851f	NaN
Rhinolophus ferrumequinum	59479	ACB73282	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	MGC128459	NaN
Rhinolophus ferrumequinum	59479	ACB73283	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	CLDN12	NaN
Rhinolophus ferrumequinum	59479	ACB73284	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	RPS8	NaN
Rhinolophus ferrumequinum	59479	ACB73285	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	PFTK1	NaN
Rhinolophus ferrumequinum	59479	ACC17820	Zhou Z.M., Guillen-Servent A., Lim B.K., Eger J.L., Wang Y.X., Jiang X.L.	J. Mammal. 90(1):57-73(2009).	cytb	Spain:Cadiz Province
Rhinolophus ferrumequinum	59479	ACC62047	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	OLFR564	NaN
Rhinolophus ferrumequinum	59479	ACC62048	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	OLR53	NaN
Rhinolophus ferrumequinum	59479	ACC62049	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	OR51F1	NaN
Rhinolophus ferrumequinum	59479	ACC62050	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	OLR51	NaN
Rhinolophus ferrumequinum	59479	ACC62051	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	OR51S1	NaN
Rhinolophus ferrumequinum	59479	ACC62052	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	OLFR572	NaN
Rhinolophus ferrumequinum	59479	ACC62053	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	OLFR555	NaN
Rhinolophus ferrumequinum	59479	ACC62054	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	OLFR575	NaN
Rhinolophus ferrumequinum	59479	ACC62055	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	OR51A7	NaN
Rhinolophus ferrumequinum	59479	ACC62056	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	OR51G2	NaN
Rhinolophus ferrumequinum	59479	ACC62057	Antonellis A., Benjamin B., Blakesley R.W., Bouffard G.G., Brinkley C., Brooks S., Chu G., Chub I., Coleman H., Fuksenko T., Gestole M., Gregory M., Guan X., Gupta J., Gurson N., Han E., Han J., Hansen N., Hargrove A., Hines-Harris K., Ho S.-L., Hu P., Hunter G., Hurle B., Idol J.R., Johnson T., Knight E., Kwong P., Lee-Lin S.-Q., Legaspi R., Madden M., Maduro Q.L., Maduro V.B., Margulies E.H., Masiello C., Maskeri B., McDowell J., Merkulov G., Montemayor C., Mullikin J.C., Park M., Prasad A., Ramsahoye C., Reddix-Dugue N., Riebow N., Schandler K., Schueler M.G., Sison C., Smith L., Stantripop S., Thomas J.W., Thomas P.J., Tsipouri V., Young A., Green E.D.	Unpublished.	OR51A4	NaN
